	preprintPMID	preprint_citation	publicationType	updatedInfo	updatedPMID
689	33758845	bioRxiv. 2021 Mar 12. doi: 10.1101/2021.03.12.435174.	['Preprint']	['Nat Commun. 2021 Jun 2;12(1):3287. PMID: 34078893']	34078893
692	33758842	bioRxiv. 2021 Mar 11. doi: 10.1101/2021.03.11.434841.	['Preprint']	['Pathog Immun. 2021 Jun 7;6(1):116-134. PMID: 34136730']	34136730
696	33758838	bioRxiv. 2021 Mar 15. doi: 10.1101/2021.03.11.435037.	['Preprint']	['Science. 2021 Jun 24;:. PMID: 34168071']	34168071
697	33758837	bioRxiv. 2021 May 11. doi: 10.1101/2021.03.11.434872.	['Preprint']	['Science. 2021 Jun 22;:. PMID: 34214046']	34214046
699	33758835	bioRxiv. 2021 Mar 9. doi: 10.1101/2021.03.08.433764.	['Preprint']	['Biochemistry. 2021 Jul 2;:. PMID: 34213308']	34213308
706	33688691	medRxiv. 2021 Mar 6. doi: 10.1101/2021.03.03.21252872.	['Preprint']	['Sci Immunol. 2021 Apr 15;6(58):. PMID: 33858945']	33858945
707	33688690	medRxiv. 2021 Mar 1. doi: 10.1101/2021.02.25.21252481.	['Preprint']	['Int J Epidemiol. 2021 Aug 13;:. PMID: 34387670']	34387670
708	33688689	medRxiv. 2021 Mar 3. doi: 10.1101/2021.03.01.21252705.	['Preprint']	['Clin Infect Dis. 2021 Mar 31;:. PMID: 33788923']	33788923
709	33688688	medRxiv. 2021 Mar 3. doi: 10.1101/2021.03.02.21252420.	['Preprint']	['Open Forum Infect Dis. 2021 Apr 16;8(6):ofab195. PMID: 34095338']	34095338
711	33688686	medRxiv. 2021 Mar 1. doi: 10.1101/2020.06.18.20134353.	['Preprint']	['JCI Insight. 2021 Jun 29;:. PMID: 34185704']	34185704
712	33688685	medRxiv. 2021 Mar 1. doi: 10.1101/2021.02.26.21252308.	['Preprint']	['Cell Rep. 2021 Aug 10;36(6):109518. PMID: 34358460']	34358460
714	33688683	medRxiv. 2021 Mar 1. doi: 10.1101/2021.02.25.21252451.	['Preprint']	['J Sports Sci. 2021 Aug 11;:1-8. PMID: 34376100']	34376100
717	33688680	medRxiv. 2021 Mar 5. doi: 10.1101/2021.03.03.21251172.	['Preprint']	['J Med Microbiol. 2021 Sep;70(9):. PMID: 34486972']	34486972
722	33688675	medRxiv. 2021 Mar 5. doi: 10.1101/2021.03.03.21251639.	['Preprint']	['Sci Adv. 2021 Jul 30;7(31):. PMID: 34330709']	34330709
723	33688674	medRxiv. 2021 Mar 3. doi: 10.1101/2021.03.01.21252678.	['Preprint']	['Ann Epidemiol. 2021 Mar 18;:. PMID: 33746033']	33746033
724	33688673	medRxiv. 2021 Mar 2. doi: 10.1101/2021.02.27.21252099.	['Preprint']	['EBioMedicine. 2021 Apr 26;67:103355. PMID: 33915337']	33915337
726	33688671	medRxiv. 2021 Mar 1. doi: 10.1101/2021.02.25.21252493.	['Preprint']	['J Infect Dis. 2021 Apr 19;:. PMID: 33870434']	33870434
728	33688669	medRxiv. 2021 Mar 1. doi: 10.1101/2021.02.09.21251427.	['Preprint']	['Clin Proteomics. 2021 May 10;18(1):15. PMID: 33971807']	33971807
729	33688668	medRxiv. 2021 Mar 1. doi: 10.1101/2021.02.26.21252483.	['Preprint']	['Clin Infect Dis. 2021 Jun 04;:. PMID: 34086877']	34086877
731	33688666	medRxiv. 2021 Mar 1. doi: 10.1101/2021.02.27.21252458.	['Preprint']	['BMJ Open. 2021 Jul 5;11(7):e051115. PMID: 34226236']	34226236
732	33688665	medRxiv. 2021 Mar 6. doi: 10.1101/2021.03.03.21252838.	['Preprint']	['Clin Infect Dis. 2021 May 12;:. PMID: 33977295']	33977295
733	33688664	medRxiv. 2021 Mar 3. doi: 10.1101/2021.02.26.21252554.	['Preprint']	['Science. 2021 Apr 14;:. PMID: 33853970']	33853970
734	33688663	medRxiv. 2021 Mar 5. doi: 10.1101/2021.03.01.21252250.	['Preprint']	['Proc Natl Acad Sci U S A. 2021 May 25;118(21):. PMID: 33972412']	33972412
737	33688660	bioRxiv. 2021 Mar 6. doi: 10.1101/2021.03.06.434214.	['Preprint']	['J Am Soc Mass Spectrom. 2021 Jul 7;32(7):1618-1630. PMID: 34121407']	34121407
738	33688659	bioRxiv. 2021 Mar 4. doi: 10.1101/2021.03.04.433768.	['Preprint']	['Nature. 2021 Jun 7;:. PMID: 34098567']	34098567
739	33688658	bioRxiv. 2021 Mar 5. doi: 10.1101/2021.03.05.434152.	['Preprint']	['Viruses. 2021 May 12;13(5):. PMID: 34065987']	34065987
740	33688657	bioRxiv. 2021 Mar 11. doi: 10.1101/2021.03.06.434193.	['Preprint']	['N Engl J Med. 2021 Jun 3;384(22):2161-2163. PMID: 33826816']	33826816
741	33688656	bioRxiv. 2021 Apr 9. doi: 10.1101/2021.03.01.433466.	['Preprint']	['Cell Host Microbe. 2021 May 12;29(5):747-751.e4. PMID: 33887205']	33887205
742	33688655	bioRxiv. 2021 Mar 1. doi: 10.1101/2021.02.27.433180.	['Preprint']	['Cell Rep Med. 2021 Jul 2;:100355. PMID: 34230917']	34230917
747	33688650	bioRxiv. 2021 Mar 1. doi: 10.1101/2021.03.01.433110.	['Preprint']	['Cell Host Microbe. 2021 Jun 24;:. PMID: 34192518']	34192518
749	33688648	bioRxiv. 2021 Mar 1. doi: 10.1101/2021.02.28.433291.	['Preprint']	['J Am Chem Soc. 2021 Jul 30;:. PMID: 34328324']	34328324
750	33688647	bioRxiv. 2021 Mar 4. doi: 10.1101/2021.03.03.433558.	['Preprint']	['Proc Natl Acad Sci U S A. 2021 Sep 21;118(38):. PMID: 34493582']	34493582
751	33688646	bioRxiv. 2021 Mar 1. doi: 10.1101/2021.03.01.433431.	['Preprint']	['Cell Rep. 2021 Jun 23;:109364. PMID: 34214467']	34214467
754	33688643	bioRxiv. 2021 Mar 4. doi: 10.1101/2021.03.04.433931.	['Preprint']	['Brief Bioinform. 2021 Jul 09;:. PMID: 34245241']	34245241
755	33688642	Res Sq. 2021 Mar 1. doi: 10.21203/rs.3.rs-266574/v1.	['Preprint']	['Sci Rep. 2021 Aug 9;11(1):16144. PMID: 34373540']	34373540
756	33688641	Res Sq. 2021 Mar 4. doi: 10.21203/rs.3.rs-287057/v1.	['Preprint']	['Child Adolesc Psychiatry Ment Health. 2021 Jun 21;15(1):32. PMID: 34154612']	34154612
757	33688640	Res Sq. 2021 Mar 2. doi: 10.21203/rs.3.rs-227796/v1.	['Preprint']	['Trials. 2021 Mar 20;22(1):221. PMID: 33743799']	33743799
763	33655280	medRxiv. 2021 Mar 10. doi: 10.1101/2021.02.22.21252253.	['Preprint']	['Cell Rep. 2021 Jun 1;35(9):109197. PMID: 34043946']	34043946
767	33655276	medRxiv. 2021 May 27. doi: 10.1101/2021.02.25.21252415.	['Preprint']	['Vaccine. 2021 Jul 5;39(30):4082-4088. PMID: 34130883']	34130883
774	33655269	medRxiv. 2021 Mar 4. doi: 10.1101/2021.02.18.21251999.	['Preprint']	['Diagn Microbiol Infect Dis. 2021 Jun 25;101(2):115469. PMID: 34280773']	34280773
776	33655267	medRxiv. 2021 Feb 26. doi: 10.1101/2020.11.16.20232967.	['Preprint']	['Front Immunol. 2021 Mar 11;12:636768. PMID: 33777028']	33777028
777	33655266	medRxiv. 2021 Jul 15. doi: 10.1101/2021.02.21.21252160.	['Preprint']	['JCI Insight. 2021 Jul 15;:. PMID: 34264868']	34264868
781	33655262	medRxiv. 2021 Feb 22. doi: 10.1101/2021.02.18.21251992.	['Preprint']	['Am J Prev Med. 2021 Aug;61(2):291-293. PMID: 34294425']	34294425
782	33655261	medRxiv. 2021 Feb 26. doi: 10.1101/2021.02.23.21252221.	['Preprint']	['Nat Microbiol. 2021 Aug 31;:. PMID: 34465900']	34465900
786	33655257	medRxiv. 2021 Feb 26. doi: 10.1101/2021.02.24.21252357.	['Preprint']	['J Clin Invest. 2021 Jul 1;131(13):. PMID: 34196300']	34196300
788	33655255	bioRxiv. 2021 Feb 22. doi: 10.1101/2021.02.21.432184.	['Preprint']	['PLoS Pathog. 2021 Apr 8;17(4):e1009431. PMID: 33831133']	33831133
790	33655253	bioRxiv. 2021 Feb 23. doi: 10.1101/2021.02.23.432569.	['Preprint']	['Sci Adv. 2021 May 26;7(22):. PMID: 34039613']	34039613
791	33655252	bioRxiv. 2021 Mar 1. doi: 10.1101/2021.02.25.432969.	['Preprint']	['Science. 2021 Jul 1;:. PMID: 34210892']	34210892
792	33655251	bioRxiv. 2021 Feb 22. doi: 10.1101/2021.02.22.432359.	['Preprint']	['Lancet Infect Dis. 2021 May 19;:. PMID: 34022142']	34022142
793	33655250	bioRxiv. 2021 Feb 22. doi: 10.1101/2021.02.17.431683.	['Preprint']	['Cell Rep Med. 2021 Apr 5;:100255. PMID: 33842902']	33842902
795	33655248	bioRxiv. 2021 Feb 22. doi: 10.1101/2021.02.21.432171.	['Preprint']	['J Autoimmun. 2021 Jun;120:102644. PMID: 33971585']	33971585
798	33655245	bioRxiv. 2021 Feb 22. doi: 10.1101/2021.02.21.432168.	['Preprint']	['Structure. 2021 Jun 1;:. PMID: 34111408']	34111408
799	33655244	bioRxiv. 2021 Feb 23. doi: 10.1101/2021.02.22.432177.	['Preprint']	['Sci Immunol. 2021 May 13;6(59):. PMID: 34446527']	34446527
804	33655239	Res Sq. 2021 Feb 24. doi: 10.21203/rs.3.rs-228960/v1.	['Preprint']	['J Neuroinflammation. 2021 Jul 29;18(1):167. PMID: 34325716']	34325716
807	33619509	medRxiv. 2021 Feb 15. doi: 10.1101/2021.01.19.21249840.	['Preprint']	['Nature. 2021 Mar 11;:. PMID: 33706364']	33706364
810	33619506	medRxiv. 2021 Mar 12. doi: 10.1101/2021.02.14.21251704.	['Preprint']	['Cell. 2021 Apr 29;184(9):2372-2383.e9. PMID: 33743213']	33743213
813	33619503	medRxiv. 2021 Feb 16. doi: 10.1101/2020.07.16.20150250.	['Preprint']	['Elife. 2021 Mar 29;10:. PMID: 33779548']	33779548
817	33619499	medRxiv. 2021 Feb 19. doi: 10.1101/2021.02.09.21251106.	['Preprint']	['BMJ Health Care Inform. 2021 Aug;28(1):. PMID: 34385289']	34385289
823	33619493	bioRxiv. 2021 Mar 22. doi: 10.1101/2021.02.17.431721.	['Preprint']	['Virus Res. 2021 Aug;301:198464. PMID: 34058265']	34058265
824	33619492	bioRxiv. 2021 May 17. doi: 10.1101/2021.02.15.431212.	['Preprint']	['Nat Chem. 2021 Aug 19;:. PMID: 34413500']	34413500
825	33619491	bioRxiv. 2021 Feb 17. doi: 10.1101/2021.02.16.431310.	['Preprint']	['Sci Adv. 2021 Jul 28;7(31):. PMID: 34321200']	34321200
826	33619490	bioRxiv. 2021 Feb 19. doi: 10.1101/2021.02.17.431554.	['Preprint']	['Hum Genet. 2021 Jun 21;:. PMID: 34155559']	34155559
828	33619488	bioRxiv. 2021 Feb 20. doi: 10.1101/2021.02.20.431155.	['Preprint']	['Cell. 2021 Jul 23;:. PMID: 34352228']	34352228
829	33619487	bioRxiv. 2021 Feb 17. doi: 10.1101/2021.02.16.430500.	['Preprint']	['Science. 2021 May 20;:. PMID: 34016740']	34016740
830	33619486	bioRxiv. 2021 Feb 19. doi: 10.1101/2021.02.19.424337.	['Preprint']	['SLAS Discov. 2021 Jul 1;:24725552211026261. PMID: 34192965']	34192965
831	33619485	bioRxiv. 2021 Feb 18. doi: 10.1101/2021.02.18.431835.	['Preprint']	['Vaccines (Basel). 2021 May 03;9(5):. PMID: 34063562']	34063562
833	33619483	bioRxiv. 2021 Feb 17. doi: 10.1101/2021.02.17.431704.	['Preprint']	['J Virol. 2021 May 12;:. PMID: 33980601']	33980601
834	33619482	bioRxiv. 2021 Feb 19. doi: 10.1101/2021.02.18.431684.	['Preprint']	['J Biol Chem. 2021 Jul 5;:100940. PMID: 34237302']	34237302
837	33619479	bioRxiv. 2021 Feb 16. doi: 10.1101/2021.02.16.431305.	['Preprint']	['MAbs. 2021 Jan-Dec;13(1):1919285. PMID: 34074219']	34074219
841	33619475	Res Sq. 2021 Feb 17. doi: 10.21203/rs.3.rs-237622/v1.	['Preprint']	['BMC Infect Dis. 2021 Jul 16;21(1):686. PMID: 34271870']	34271870
843	33619473	Res Sq. 2021 Feb 15. doi: 10.21203/rs.3.rs-200342/v1.	['Preprint']	['Cell Rep Med. 2021 Aug 31;:100405. PMID: 34485950']	34485950
845	33619471	Res Sq. 2021 Feb 19. doi: 10.21203/rs.3.rs-251810/v1.	['Preprint']	['Immun Inflamm Dis. 2021 Jul 9;:. PMID: 34240818']	34240818
850	33594381	medRxiv. 2021 Feb 13. doi: 10.1101/2020.10.08.20204222.	['Preprint']	['Science. 2021 Jun 3;:. PMID: 34083451']	34083451
852	33594379	medRxiv. 2021 Feb 12. doi: 10.1101/2020.10.14.20212803.	['Preprint']	['Clin Infect Dis. 2021 Feb 20;:. PMID: 33608710']	33608710
853	33594378	medRxiv. 2021 Feb 12. doi: 10.1101/2021.02.11.21251585.	['Preprint']	['Open Forum Infect Dis. 2021 Mar 30;8(7):ofab143. PMID: 34322559']	34322559
854	33594377	medRxiv. 2021 Feb 13. doi: 10.1101/2021.02.12.21251310.	['Preprint']	['JCI Insight. 2021 Apr 6;:. PMID: 33822777']	33822777
856	33594375	medRxiv. 2021 Feb 12. doi: 10.1101/2021.02.11.21251593.	['Preprint']	['Respir Med. 2021 Mar 29;181:106381. PMID: 33819714']	33819714
861	33594370	bioRxiv. 2021 Feb 11. doi: 10.1101/2021.02.10.430677.	['Preprint']	['Mil Med Res. 2021 Sep 7;8(1):49. PMID: 34488908']	34488908
866	33594365	bioRxiv. 2021 Apr 2. doi: 10.1101/2021.02.09.430519.	['Preprint']	['Microbiol Spectr. 2021 Aug 4;:e0003021. PMID: 34346753']	34346753
870	33594361	bioRxiv. 2021 Feb 12. doi: 10.1101/2021.02.11.430866.	['Preprint']	['Cell Host Microbe. 2021 Apr 15;:. PMID: 33894127']	33894127
871	33594360	bioRxiv. 2021 Feb 9. doi: 10.1101/2021.02.08.430344.	['Preprint']	['iScience. 2021 May 7;:102523. PMID: 33997662']	33997662
873	33594358	Res Sq. 2021 Feb 12. doi: 10.21203/rs.3.rs-228821/v1.	['Preprint']	['BMC Anesthesiol. 2021 May 20;21(1):155. PMID: 34016056']	34016056
875	33594356	Res Sq. 2021 Feb 10. doi: 10.21203/rs.3.rs-228079/v1.	['Preprint']	['Nat Med. 2021 Mar 4;:. PMID: 33664494']	33664494
879	33594352	Res Sq. 2021 Feb 9. doi: 10.21203/rs.3.rs-188929/v1.	['Preprint']	['Health Res Policy Syst. 2021 Aug 4;19(1):110. PMID: 34348732']	34348732
881	33594339	ArXiv. 2021 Feb 13. pii: 2102.06836.	['Preprint']	['J Biomed Inform. 2021 Jun 18;:103844. PMID: 34153432']	34153432
882	33564798	medRxiv. 2021 Apr 6. doi: 10.1101/2021.01.28.21250694.	['Preprint']	['Epidemiol Psychiatr Sci. 2021 May 26;30:e45. PMID: 34036933']	34036933
886	33564794	medRxiv. 2021 Mar 5. doi: 10.1101/2021.02.01.21250959.	['Preprint']	['Nature. 2021 May;593(7858):270-274. PMID: 33723411']	33723411
887	33564793	medRxiv. 2021 Feb 8. doi: 10.1101/2021.02.05.21251173.	['Preprint']	['Cell Rep Med. 2021 Jul 21;:100369. PMID: 34308390']	34308390
889	33564791	medRxiv. 2021 Feb 3. doi: 10.1101/2021.02.01.21250952.	['Preprint']	['Int J Environ Res Public Health. 2021 Apr 22;18(9):. PMID: 33922263']	33922263
890	33564790	medRxiv. 2021 Feb 8. doi: 10.1101/2021.02.03.21251089.	['Preprint']	['Clin Chem. 2021 Apr 29;:. PMID: 33914041']	33914041
891	33564789	medRxiv. 2021 Apr 21. doi: 10.1101/2021.01.31.21250870.	['Preprint']	['JCI Insight. 2021 Jul 22;6(14):. PMID: 34111030']	34111030
894	33564786	medRxiv. 2021 Feb 8. doi: 10.1101/2021.02.07.21251082.	['Preprint']	['Eur J Epidemiol. 2021 Apr 24;:. PMID: 33893922']	33893922
895	33564785	medRxiv. 2021 Feb 3. doi: 10.1101/2021.02.01.21250944.	['Preprint']	['Science. 2021 Mar 9;:. PMID: 33688062']	33688062
899	33564781	medRxiv. 2021 Feb 8. doi: 10.1101/2021.02.05.21251235.	['Preprint']	['Cell. 2021 Jul 27;:. PMID: 34508652']	34508652
901	33564779	medRxiv. 2021 Feb 8. doi: 10.1101/2021.02.06.21251270.	['Preprint']	['Ann Intern Med. 2021 Mar 9;:. PMID: 33683930']	33683930
905	33564775	medRxiv. 2021 Feb 3. doi: 10.1101/2021.02.01.21250493.	['Preprint']	['mSphere. 2021 Aug 25;6(4):e0027521. PMID: 34431693']	34431693
906	33564774	medRxiv. 2021 Feb 5. doi: 10.1101/2021.02.03.21251069.	['Preprint']	['Clin Infect Dis. 2021 May 06;:. PMID: 33956972']	33956972
907	33564773	medRxiv. 2021 Feb 5. doi: 10.1101/2021.02.02.21250988.	['Preprint']	['Nat Commun. 2021 Jul 29;12(1):4678. PMID: 34326343']	34326343
909	33564771	bioRxiv. 2021 Feb 2. doi: 10.1101/2021.02.02.428884.	['Preprint']	['Cell Res. 2021 Apr 23;:. PMID: 33893398']	33893398
910	33564770	bioRxiv. 2021 Feb 3. doi: 10.1101/2021.02.02.429469.	['Preprint']	['Viruses. 2021 May 04;13(5):. PMID: 34064525']	34064525
912	33564768	bioRxiv. 2021 Feb 7. doi: 10.1101/2021.02.05.430003.	['Preprint']	['mBio. 2021 Jun 1;:e0069621. PMID: 34060334']	34060334
913	33564767	bioRxiv. 2021 Feb 3. doi: 10.1101/2021.02.03.429540.	['Preprint']	['Am J Primatol. 2021 Apr 1;:e23255. PMID: 33792947']	33792947
915	33564765	bioRxiv. 2021 Feb 3. doi: 10.1101/2020.05.04.077461.	['Preprint']	['Sci Rep. 2021 Apr 14;11(1):8100. PMID: 33854115']	33854115
916	33564764	bioRxiv. 2021 Feb 3. doi: 10.1101/2021.02.02.429488.	['Preprint']	['mBio. 2021 Apr 20;12(2):. PMID: 33879592']	33879592
917	33564763	bioRxiv. 2021 Feb 5. doi: 10.1101/2021.02.05.429759.	['Preprint']	['Cell Rep Med. 2021 Aug 31;:100405. PMID: 34485950']	34485950
918	33564762	bioRxiv. 2021 Feb 10. doi: 10.1101/2021.02.03.429627.	['Preprint']	['Viruses. 2021 Mar 25;13(4):. PMID: 33806155']	33806155
920	33564760	bioRxiv. 2021 Mar 10. doi: 10.1101/2021.01.31.428851.	['Preprint']	['PLoS Pathog. 2021 Sep 9;17(9):e1009840. PMID: 34499689']	34499689
925	33564755	Res Sq. 2021 Feb 2. doi: 10.21203/rs.3.rs-192099/v1.	['Preprint']	['Noncoding RNA. 2021 Feb 02;7(1):. PMID: 33540664']	33540664
926	33564754	Res Sq. 2021 Feb 4. doi: 10.21203/rs.3.rs-180966/v1.	['Preprint']	['Nat Commun. 2021 Jun 11;12(1):3566. PMID: 34117227']	34117227
927	33564698	ArXiv. 2020 Oct 19. pii: 2010.09600.	['Preprint']	['J Biomed Inform. 2021 Feb 8;:103696. PMID: 33571675']	33571675
929	33564696	ArXiv. 2021 Feb 3. pii: 2102.02250.	['Preprint']	['mSystems. 2021 May 4;6(3):. PMID: 33947804']	33947804
930	33532808	medRxiv. 2021 Feb 1. doi: 10.1101/2021.01.29.21250790.	['Preprint']	['iScience. 2021 Sep 24;24(9):102960. PMID: 34396082']	34396082
931	33532807	medRxiv. 2021 Jan 31. doi: 10.1101/2021.01.27.21250570.	['Preprint']	['Sci Transl Med. 2021 Jun 22;:. PMID: 34158410']	34158410
933	33532805	medRxiv. 2021 Mar 26. doi: 10.1101/2021.01.27.21250619.	['Preprint']	['PLoS Biol. 2021 Apr 21;19(4):e3001211. PMID: 33882066']	33882066
934	33532804	medRxiv. 2021 Jan 29. doi: 10.1101/2021.01.27.21250388.	['Preprint']	['Ann Intern Med. 2021 Jun 8;:. PMID: 34097433']	34097433
940	33532798	medRxiv. 2021 Jan 29. doi: 10.1101/2021.01.10.21249151.	['Preprint']	['PLoS One. 2021 Aug 5;16(8):e0255690. PMID: 34351984']	34351984
944	33532794	medRxiv. 2021 Jan 25. doi: 10.1101/2020.12.18.20248434.	['Preprint']	['SSM Popul Health. 2021 Jul 02;15:100860. PMID: 34307826']	34307826
945	33532793	medRxiv. 2021 Feb 9. doi: 10.1101/2021.01.20.21250152.	['Preprint']	['Prev Med Rep. 2021 Sep;23:101461. PMID: 34178592']	34178592
946	33532792	medRxiv. 2021 Feb 5. doi: 10.1101/2021.01.22.21250054.	['Preprint']	['Cell Rep. 2021 Jul 20;36(3):109414. PMID: 34260965']	34260965
947	33532791	medRxiv. 2021 Jan 26. doi: 10.1101/2021.01.25.21250452.	['Preprint']	['Med (N Y). 2021 May 14;2(5):591-610.e10. PMID: 33969332']	33969332
949	33532789	medRxiv. 2021 Jun 4. doi: 10.1101/2021.01.27.21250604.	['Preprint']	['Elife. 2021 Jun 30;10:. PMID: 34190045']	34190045
952	33532786	medRxiv. 2021 Jan 27. doi: 10.1101/2021.01.26.21250274.	['Preprint']	['Am J Trop Med Hyg. 2021 Apr 27;:. PMID: 33905349']	33905349
953	33532785	medRxiv. 2021 Jan 30. doi: 10.1101/2021.01.27.21250617.	['Preprint']	['Sci Rep. 2021 Aug 9;11(1):16144. PMID: 34373540']	34373540
954	33532784	medRxiv. 2021 Jan 26. doi: 10.1101/2021.01.21.21249203.	['Preprint']	['Sci Adv. 2021 Apr 22;:. PMID: 33888467']	33888467
955	33532783	medRxiv. 2021 Jan 27. doi: 10.1101/2021.01.22.21249812.	['Preprint']	['J Exp Med. 2021 Aug 2;218(8):. PMID: 34128960']	34128960
956	33532782	bioRxiv. 2021 Jan 27. doi: 10.1101/2021.01.27.428380.	['Preprint']	['Cell. 2021 Jun 1;:. PMID: 34133941']	34133941
957	33532781	bioRxiv. 2021 Jan 27. doi: 10.1101/2021.01.26.428356.	['Preprint']	['Nat Commun. 2021 Jun 21;12(1):3815. PMID: 34155209']	34155209
960	33532778	bioRxiv. 2021 Feb 12. doi: 10.1101/2021.01.25.428137.	['Preprint']	['Nature. 2021 May;593(7857):130-135. PMID: 33684923']	33684923
961	33532777	bioRxiv. 2021 Jan 25. doi: 10.1101/2021.01.24.428007.	['Preprint']	['J Biol Chem. 2021 Jun 19;:100902. PMID: 34157282']	34157282
962	33532776	bioRxiv. 2021 Jan 27. doi: 10.1101/2021.01.27.428428.	['Preprint']	['Sci Rep. 2021 May 5;11(1):9609. PMID: 33953295']	33953295
964	33532774	bioRxiv. 2021 Jan 25. doi: 10.1101/2021.01.25.428097.	['Preprint']	['Cell Rep Med. 2021 May 5;:100290. PMID: 33969322']	33969322
965	33532773	bioRxiv. 2021 Jan 26. doi: 10.1101/2021.01.25.428025.	['Preprint']	['mBio. 2021 Mar 16;12(2):. PMID: 33727347']	33727347
966	33532772	bioRxiv. 2021 Jan 27. doi: 10.1101/2021.01.25.428149.	['Preprint']	['Cell Chem Biol. 2021 Aug 7;:. PMID: 34375614']	34375614
967	33532771	bioRxiv. 2021 Jan 27. doi: 10.1101/2021.01.27.427998.	['Preprint']	['Nat Med. 2021 Feb 8;:. PMID: 33558724']	33558724
968	33532770	bioRxiv. 2021 Jan 26. doi: 10.1101/2021.01.26.428251.	['Preprint']	['Cell Rep Med. 2021 Mar 18;:100230. PMID: 33754147']	33754147
969	33532769	bioRxiv. 2021 Jan 26. doi: 10.1101/2021.01.25.428049.	['Preprint']	['Genome Biol. 2021 Jul 19;22(1):212. PMID: 34281604']	34281604
971	33532767	bioRxiv. 2021 Jan 29. doi: 10.1101/2021.01.28.428743.	['Preprint']	['mBio. 2021 Mar 2;12(2):. PMID: 33653891']	33653891
973	33532765	bioRxiv. 2021 Apr 14. doi: 10.1101/2021.01.27.428478.	['Preprint']	['Cell Rep. 2021 Jul 27;36(4):109450. PMID: 34289384']	34289384
974	33532764	bioRxiv. 2021 Jan 29. doi: 10.1101/2021.01.27.428516.	['Preprint']	['Cell Host Microbe. 2021 Mar 5;:. PMID: 33705729']	33705729
979	33501467	medRxiv. 2021 Mar 9. doi: 10.1101/2021.01.13.21249779.	['Preprint']	['Clin Infect Dis. 2021 Mar 10;:. PMID: 33693529']	33693529
981	33501465	medRxiv. 2021 Jan 20. doi: 10.1101/2021.01.19.21250115.	['Preprint']	['J Infect Dis. 2021 Apr 22;:. PMID: 33885811']	33885811
984	33501462	medRxiv. 2021 Jan 20. doi: 10.1101/2021.01.15.21249891.	['Preprint']	['PLoS One. 2021 Jun 11;16(6):e0252687. PMID: 34115762']	34115762
986	33501460	medRxiv. 2021 Jan 21. doi: 10.1101/2020.08.28.20184200.	['Preprint']	['AMIA Annu Symp Proc. 2021 May 17;2021:374-383. PMID: 34457152']	34457152
987	33501459	medRxiv. 2021 Jan 20. doi: 10.1101/2021.01.19.21249222.	['Preprint']	['Lancet Digit Health. 2021 Apr;3(4):e241-e249. PMID: 33766288']	33766288
990	33501456	medRxiv. 2021 Jan 22. doi: 10.1101/2021.01.21.21250273.	['Preprint']	['Transl Psychiatry. 2021 May 20;11(1):299. PMID: 34016952']	34016952
995	33501451	bioRxiv. 2021 Jan 30. doi: 10.1101/2021.01.15.426911.	['Preprint']	['Nature. 2021 Apr;592(7855):616-622. PMID: 33567448']	33567448
1000	33501446	bioRxiv. 2021 Mar 1. doi: 10.1101/2021.01.18.427166.	['Preprint']	['Nat Med. 2021 Apr;27(4):622-625. PMID: 33654292']	33654292
1001	33501445	bioRxiv. 2021 Jan 20. doi: 10.1101/2021.01.19.427324.	['Preprint']	['Cell. 2021 Mar 16;:. PMID: 33773105']	33773105
1003	33501443	bioRxiv. 2021 Jan 20. doi: 10.1101/2021.01.19.427330.	['Preprint']	['PLoS Pathog. 2021 Apr 7;17(4):e1009499. PMID: 33826681']	33826681
1007	33501439	bioRxiv. 2021 Jan 18. doi: 10.1101/2020.04.28.066365.	['Preprint']	['Mol Biol Evol. 2021 Feb 16;:. PMID: 33591322']	33591322
1010	33501436	bioRxiv. 2021 Jan 19. doi: 10.1101/2021.01.16.426970.	['Preprint']	['Cell. 2021 Feb 23;:. PMID: 33691138']	33691138
1013	33501433	bioRxiv. 2021 Jan 19. doi: 10.1101/2021.01.15.426463.	['Preprint']	['ACS Cent Sci. 2021 Apr 28;7(4):594-602. PMID: 34056089']	34056089
1015	33501431	Res Sq. 2021 Jan 19. doi: 10.21203/rs.3.rs-134794/v1.	['Preprint']	['Nat Commun. 2021 Jul 30;12(1):4629. PMID: 34330917']	34330917
1016	33469606	medRxiv. 2021 Jan 12. doi: 10.1101/2021.01.10.21249524.	['Preprint']	['Eur J Epidemiol. 2021 May 17;:. PMID: 34002294']	34002294
1020	33469602	medRxiv. 2021 Mar 4. doi: 10.1101/2021.01.13.21249540.	['Preprint']	['NPJ Digit Med. 2021 Jun 4;4(1):95. PMID: 34088961']	34088961
1021	33469601	medRxiv. 2021 Jan 15. doi: 10.1101/2021.01.14.21249793.	['Preprint']	['J Am Med Inform Assoc. 2021 May 10;:. PMID: 33973011']	33973011
1023	33469599	medRxiv. 2021 Jan 15. doi: 10.1101/2021.01.12.21249694.	['Preprint']	['BMC Med. 2021 Jul 13;19(1):162. PMID: 34253200']	34253200
1024	33469598	medRxiv. 2021 Jan 15. doi: 10.1101/2021.01.12.21249682.	['Preprint']	['Science. 2021 Apr 27;:. PMID: 33906968']	33906968
1025	33469597	medRxiv. 2021 Jan 16. doi: 10.1101/2021.01.15.21249810.	['Preprint']	['JCO Oncol Pract. 2021 Jun 16;:OP2100113. PMID: 34133219']	34133219
